invoice_id,created_on,invoiceitem_id,invoiceitem_name,type,unit_price,total_price,percentage_in_invoice,is_expired
378408,2019-09-24,161956,ii_161956,Service,186,1116,0.39476476830562435,False
378408,2019-09-24,162332,ii_162332,Material,160,960,0.3395825963919349,False
378746,2019-01-19,124023,ii_124023,Other,161,644,0.16978644872132875,True
378746,2019-01-19,127600,ii_127600,Material,114,570,0.15027682573161086,True
378746,2019-01-19,153160,ii_153160,Material,148,148,0.039019245979435804,True
378746,2019-01-19,161026,ii_161026,Material,197,1576,0.41550224097020827,True
378746,2019-01-19,166823,ii_166823,Material,171,855,0.2254152385974163,True
379387,2019-06-22,175510,ii_175510,Material,132,924,0.6218034993270525,True
379387,2019-06-22,190876,ii_190876,Material,104,208,0.13997308209959622,True
379387,2019-06-22,198340,ii_198340,Other,177,354,0.23822341857335128,True
379687,2019-05-24,107730,ii_107730,Equipment,177,1416,0.27802866679756527,True
379687,2019-05-24,135770,ii_135770,Other,174,522,0.10249361869232279,True
379687,2019-05-24,139278,ii_139278,Material,120,840,0.16493225996465738,True
379687,2019-05-24,139615,ii_139615,Material,194,582,0.11427449440408403,True
379687,2019-05-24,155726,ii_155726,Equipment,149,1043,0.20479088945611623,True
379687,2019-05-24,164157,ii_164157,Service,195,195,0.03828784606322403,True
379687,2019-05-24,188916,ii_188916,Service,165,495,0.09719222462203024,True
381281,2019-05-16,110832,ii_110832,Other,124,496,0.5849056603773585,False
381281,2019-05-16,191864,ii_191864,Service,176,352,0.41509433962264153,False
381457,2019-07-13,117135,ii_117135,Equipment,150,600,0.12043356081894821,True
381457,2019-07-13,132707,ii_132707,Service,132,132,0.026495383380168606,True
381457,2019-07-13,140959,ii_140959,Equipment,177,1062,0.21316740264953835,True
381457,2019-07-13,151643,ii_151643,Equipment,140,560,0.11240465676435167,True
381457,2019-07-13,166795,ii_166795,Other,165,990,0.19871537535126454,True
381457,2019-07-13,186097,ii_186097,Material,112,560,0.11240465676435167,True
381457,2019-07-13,191631,ii_191631,Service,154,1078,0.21637896427137696,True
381476,2019-07-12,121779,ii_121779,Service,195,975,0.39585870889159563,True
381476,2019-07-12,195222,ii_195222,Other,186,1488,0.6041412911084044,True
383182,2019-01-10,102066,ii_102066,Equipment,161,1288,0.5450698264917477,False
383182,2019-01-10,144538,ii_144538,Equipment,104,312,0.1320355480321625,False
383182,2019-01-10,147577,ii_147577,Material,167,167,0.07067287346593314,False
383182,2019-01-10,148618,ii_148618,Service,124,-124,-0.052475666525603044,False
383182,2019-01-10,162678,ii_162678,Service,120,720,0.3046974185357596,False
383235,2019-01-15,122879,ii_122879,Other,149,149,0.046359676415681395,True
383235,2019-01-15,134235,ii_134235,Other,173,346,0.10765401369010578,True
383235,2019-01-15,136748,ii_136748,Material,186,558,0.17361543248288736,True
383235,2019-01-15,149962,ii_149962,Service,142,852,0.26509023024268824,True
383235,2019-01-15,177216,ii_177216,Service,187,1309,0.4072806471686372,True
383281,2019-01-20,139924,ii_139924,Equipment,187,935,0.2642736009044658,False
383281,2019-01-20,142649,ii_142649,Service,177,531,0.1500847936687394,False
383281,2019-01-20,149461,ii_149461,Service,193,579,0.16365178066704353,False
383281,2019-01-20,155864,ii_155864,Other,114,798,0.2255511588468061,False
383281,2019-01-20,157303,ii_157303,Service,139,695,0.19643866591294518,False
383681,2019-07-21,102735,ii_102735,Service,122,976,0.1302201467645097,True
383681,2019-07-21,105522,ii_105522,Other,112,672,0.08965977318212141,True
383681,2019-07-21,107558,ii_107558,Service,143,1144,0.15263509006004003,True
383681,2019-07-21,116083,ii_116083,Equipment,162,810,0.10807204803202135,True
383681,2019-07-21,121777,ii_121777,Service,125,1000,0.133422281521014,True
383681,2019-07-21,140426,ii_140426,Service,109,218,0.029086057371581053,True
383681,2019-07-21,141843,ii_141843,Material,157,1099,0.1466310873915944,True
383681,2019-07-21,178938,ii_178938,Other,197,1576,0.21027351567711808,True
385290,2019-06-29,150069,ii_150069,Other,114,798,0.7747572815533981,True
385290,2019-06-29,168488,ii_168488,Equipment,116,232,0.22524271844660193,True
385661,2019-02-14,138654,ii_138654,Equipment,147,441,0.3016415868673051,False
385661,2019-02-14,150660,ii_150660,Material,107,535,0.36593707250341995,False
385661,2019-02-14,192347,ii_192347,Material,102,102,0.06976744186046512,False
385661,2019-02-14,197614,ii_197614,Material,128,384,0.26265389876880985,False
386678,2019-09-18,124026,ii_124026,Material,141,423,0.20114122681883023,False
386678,2019-09-18,128660,ii_128660,Other,196,392,0.1864003804089396,False
386678,2019-09-18,133300,ii_133300,Equipment,130,910,0.43271516880646693,False
386678,2019-09-18,143179,ii_143179,Equipment,126,378,0.1797432239657632,False
387341,2019-01-27,104043,ii_104043,Material,155,155,0.06509869802603947,False
387341,2019-01-27,147191,ii_147191,Service,109,218,0.09155816883662327,False
387341,2019-01-27,178083,ii_178083,Material,148,592,0.248635027299454,False
387341,2019-01-27,195056,ii_195056,Material,177,1416,0.5947081058378832,False
389528,2019-03-19,139970,ii_139970,Service,193,772,0.13475301099668355,True
389528,2019-03-19,156273,ii_156273,Service,129,774,0.1351021120614418,True
389528,2019-03-19,172535,ii_172535,Material,105,420,0.07331122359923198,True
389528,2019-03-19,175208,ii_175208,Material,109,763,0.13318205620527143,True
389528,2019-03-19,178512,ii_178512,Equipment,108,756,0.13196020247861756,True
389528,2019-03-19,189841,ii_189841,Equipment,171,684,0.11939256414732065,True
389528,2019-03-19,191045,ii_191045,Equipment,195,1560,0.27229883051143305,True
389694,2019-04-15,124712,ii_124712,Service,113,113,0.02460265621598084,False
389694,2019-04-15,124910,ii_124910,Other,152,1064,0.23165686914870456,False
389694,2019-04-15,132887,ii_132887,Other,157,785,0.1709122577835837,False
389694,2019-04-15,141350,ii_141350,Equipment,172,860,0.18724145438711082,False
389694,2019-04-15,145685,ii_145685,Other,173,346,0.07533202699760505,False
389694,2019-04-15,156848,ii_156848,Other,198,990,0.2155453951665578,False
389694,2019-04-15,175476,ii_175476,Equipment,145,435,0.09470934030045722,False
391273,2019-09-10,123472,ii_123472,Other,192,192,0.03528114663726571,True
391273,2019-09-10,137187,ii_137187,Other,151,755,0.13873575891216464,True
391273,2019-09-10,139726,ii_139726,Other,161,161,0.02958471150312385,True
391273,2019-09-10,158194,ii_158194,Material,188,752,0.13818449099595737,True
391273,2019-09-10,169144,ii_169144,Equipment,171,1197,0.21995589856670342,True
391273,2019-09-10,188652,ii_188652,Material,132,660,0.12127894156560089,True
391273,2019-09-10,193264,ii_193264,Material,192,1152,0.21168687982359427,True
391273,2019-09-10,196693,ii_196693,Service,191,573,0.10529217199558985,True
392657,2019-04-25,109352,ii_109352,Equipment,197,1379,0.17188084257758943,True
392657,2019-04-25,109781,ii_109781,Service,177,354,0.044123145955378286,True
392657,2019-04-25,121582,ii_121582,Other,181,1086,0.13536083759192322,True
392657,2019-04-25,130960,ii_130960,Service,195,1170,0.14583073663218246,True
392657,2019-04-25,168169,ii_168169,Other,180,1260,0.15704848560388882,True
392657,2019-04-25,168613,ii_168613,Other,182,910,0.11342390626947525,True
392657,2019-04-25,180133,ii_180133,Other,181,1267,0.1579209771905771,True
392657,2019-04-25,189971,ii_189971,Equipment,199,597,0.07441106817898542,True
392733,2019-07-12,122938,ii_122938,Other,120,120,0.05194805194805195,False
392733,2019-07-12,142303,ii_142303,Other,126,378,0.16363636363636364,False
392733,2019-07-12,149945,ii_149945,Other,116,812,0.3515151515151515,False
392733,2019-07-12,196413,ii_196413,Material,125,1000,0.4329004329004329,False
394428,2019-09-26,120256,ii_120256,Other,100,500,0.11143302874972141,True
394428,2019-09-26,141154,ii_141154,Equipment,129,645,0.14374860708714063,True
394428,2019-09-26,141457,ii_141457,Equipment,181,1267,0.2823712948517941,True
394428,2019-09-26,160040,ii_160040,Material,137,959,0.21372854914196568,True
394428,2019-09-26,192645,ii_192645,Equipment,102,816,0.18185870291954534,True
394428,2019-09-26,194735,ii_194735,Material,100,300,0.06685981724983285,True
395841,2019-01-13,101851,ii_101851,Material,185,185,0.030477759472817133,False
395841,2019-01-13,107412,ii_107412,Material,126,756,0.12454695222405272,False
395841,2019-01-13,113035,ii_113035,Service,103,721,0.11878088962108732,False
395841,2019-01-13,127224,ii_127224,Other,167,1336,0.2200988467874794,False
395841,2019-01-13,147134,ii_147134,Material,170,170,0.02800658978583196,False
395841,2019-01-13,151324,ii_151324,Other,119,952,0.15683690280065898,False
395841,2019-01-13,176476,ii_176476,Equipment,195,390,0.0642504118616145,False
395841,2019-01-13,197505,ii_197505,Other,195,1560,0.257001647446458,False
397723,2019-05-11,117999,ii_117999,Equipment,196,392,0.21292775665399238,True
397723,2019-05-11,121772,ii_121772,Material,120,600,0.32590983161325365,True
397723,2019-05-11,181613,ii_181613,Material,161,483,0.2623574144486692,True
397723,2019-05-11,198198,ii_198198,Material,122,366,0.19880499728408474,True
